site_code;item_raw;item_class;item_ord;grp1;grp2;grp3;grp4;grp5;grp6;grp7
vir;Labrisomus_kalisherae;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Thalassoma_bifasciatum;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Ophioblennius_atlanticus;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Myripristis_jacobus;Actinopterygii;Holocentriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Malacoctenus_gili;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Quisquilius_hipoliti;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Pseudupeneus_maculatus;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Pomacentrus_pictus;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Pomacentrus_sp;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Holocentrus_rufus;Actinopterygii;Holocentriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Anchoa_sp;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Apogonidae;Actinopterygii;Kurtiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Acanthurus_sp_larvae;Actinopterygii;Acanthuriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Acanthurus_bahianus_larvae;Actinopterygii;Acanthuriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mad;Bryozoaires;NA;NA;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa
mad;Galatheidae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mad;Echinides;Echinoidea;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mad;Polyplacophores;Polyplacophora;NA;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
mad;Alpheids;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mari;Algae_filaments_limestone_powder;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Arca_sp;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
mari;Chama_sp;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
mari;Spatangoids;Echinoidea;Spatangoida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mari;Eucidaris_sp;Echinoidea;Cidaroida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mari;Echinometra_mathaei;Echinoidea;Echinoida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mari;Abudefdus_biocellatus;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Vermetidae_tubes;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
mari;Gastropoda_shells;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
mari;Gastropoda;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
mari;Stylaster_sanguineus;Hydrozoa;Anthoathecata;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Medusozoa;Medusozoa
mari;Hermit_crab;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Halimeda_incrassata;Ulvophyceae;Bryopsidales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Udotea_flabellum;Ulvophyceae;Bryopsidales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Anthozoa_nocorals;Anthozoa;NA;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa
vir;Asteroids;Asteroidea;NA;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Echinodermata
vir;Oreaster_reticulata;Asteroidea;Valvatida;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Echinodermata
vir;Ophidiaster_sp;Asteroidea;Valvatida;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Echinodermata
vir;Spondylus_sp;Bivalvia;Pectinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Brachidontes_sp;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Lithophaga_bisulcata;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Volsella_sp;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Barbatia_domingensis;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Atrina_rigida;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Ostrea_sp;Bivalvia;Ostreoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Chama_sarda;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Arca_zebra;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Isognomon_radiatus;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Corallina_subulata;Florideophyceae;Corallinales;Coralline algae;Coralline algae;Coralline algae;Coralline algae;Coralline algae;Coralline algae;Coralline algae
vir;Calappids;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Gastropods;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Ophiactis_sp;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Ophionereis_sp;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Dardanus_venosus;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Scleractinia_Cladocora_arbuscula;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
vir;Sipunculids;NA;NA;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Worm;Worm
mari;Asteroids;Asteroidea;NA;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Echinodermata
mari;Lithophaga_sp;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
mari;Eucidaris_metularia;Echinoidea;Cidaroida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mari;Clypeaster_sp;Echinoidea;Clypeasteroida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mari;Gobiidae;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Labridae;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Ant;Insecta;Hymenoptera;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta
mari;Housefly;Insecta;Diptera;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta
mari;Algae_scrapings_sand;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Diatoms;NA;NA;Phytoplankton;Diatoms;Phytoplankton;Diatoms;Phytoplankton;Phytoplankton;Phytoplankton
mad;Harpacticoida_Cycloida;Hexanauplia;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Harpacticoida_Cycloida;Hexanauplia;Cycloida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Chlamys_sp;Bivalvia;Siphonostomatoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Brachidontes_exustus;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Lyropecten_antillarum;Bivalvia;Pectinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Arcopsis_adamsi;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Lima_pellucida;Bivalvia;Limoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Microcardium_sp;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Arcot_sp;Bivalvia;NA;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Barbatia_cancellaria;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Petrolisthes_galathinus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Porcellana_sayana;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Petrolisthes_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Cerithiopsis_emersoni;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Nassarius_sp;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Turridae;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Planaxis_lineatus;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Anachis_sp;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Calliostoma_javanicum;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Turbinidae;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Paracerceis_caudata;Malacostraca;Isopoda;Isopoda;Isopoda;Malacostraca;Isopoda;Isopoda;Peracarida;Crustacea
vir;Ophiocoma_riisei;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Ophioderma_squamosissimum;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Ophioderma_rubicundum;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Clibanarius_sp;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Calloplax_janeirensis;Polyplacophora;Chitonida;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
vir;Engraulidae;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Selar_crumenophthalmus;Actinopterygii;Carangiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
haw;well digested fish remains;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Thalamita_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Trapezia_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Portunidae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Pomacentridae_juv;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Ctenogobius_sp;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Balistidae;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Abudefduf_amabilis;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Istiblennius_paulus;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Apogon_erythrinus;Actinopterygii;Kurtiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Tripterygion_minutus;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Apogon_novemfasciatus;Actinopterygii;Kurtiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Parupeneus_trifasciatus;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Acanthurus_triostegus;Actinopterygii;Acanthuriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Palaemonids;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mari;Odontodactylus_sp;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
vir;Isaeid;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
vir;Calappa_ocellata;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Corypterus_sp;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Pseudosquilla_ciliata;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
mari;Octopus_sp;Cephalopoda;Octopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
vir;Arcidae;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Musculus_lateralis;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Lytechinus_variegatus;Echinoidea;Temnopleuroida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
vir;Turbo_castanea;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Paguristes_anomalus;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Paguristes_sp;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Codakia_orbicularis;Bivalvia;Lucinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Gouldia_cerina;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Pinna_carnea;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Tegula_fasciata;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Tegula_sp;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Nassarius_albus;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Ophioderma_sp;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Trachycardium_sp;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Leucosids;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Holothurians;Holothuroidea;NA;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Echinodermata
mari;Scleractinia_polyps_skeleton;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
haw;Pelecypod;Bivalvia;NA;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
haw;Heterocentrotus_mammillatus;Echinoidea;Echinoida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
haw;Scleractinia_Pocillopora_Porites;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
mari;Calcispongiae;Calcarea;NA;Porifera;Porifera;Porifera;Porifera;Porifera;Porifera;Porifera
vir;Gorgonia_flabellum;Anthozoa;Alcyonacea;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria;Octocorallia;Anthozoa;Anthozoa
vir;Dilophus_guineensis;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Gracilaria_debilis;Florideophyceae;Gracilariales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Gorgonians;Anthozoa;Alcyonacea;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria;Octocorallia;Anthozoa;Anthozoa
vir;Caulerpa_vickersiae;Ulvophyceae;Bryopsidales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Bryozoa;NA;NA;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa
vir;Gastropoda_eggs;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
vir;Sertularia_sp;Hydrozoa;Leptothecata;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Medusozoa;Medusozoa
vir;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
vir;Tunicates;Ascidiacea;NA;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
vir;Didemnid;Ascidiacea;Enterogona;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
vir;Zoanthus;Anthozoa;Zoantharia;Anthozoa;Zoantharia;Anthozoa;Zoantharia;Anthozoa;Anthozoa;Anthozoa
haw;Filamentous_algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
haw;Caprellids;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
haw;Ostreidae;Bivalvia;Ostreoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
haw;Coralline_algae;Florideophyceae;Corallinales;Coralline algae;Coralline algae;Coralline algae;Coralline algae;Coralline algae;Coralline algae;Coralline algae
haw;Diatoms;NA;NA;Phytoplankton;Diatoms;Phytoplankton;Diatoms;Phytoplankton;Phytoplankton;Phytoplankton
haw;Gastropoda_eggs;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
haw;Sand;NA;NA;Inorganic;Inorganic;Inorganic;Inorganic;Inorganic;Inorganic;Inorganic
haw;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
mad;Gorgonians;Anthozoa;Alcyonacea;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria;Octocorallia;Anthozoa;Anthozoa
mad;Crinoid;Crinoidea;NA;Crinoidea;Crinoidea;Crinoidea;Crinoidea;Crinoidea;Crinoidea;Echinodermata
vir;Hyperiid;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
vir;Barnacle_larvae;Hexanauplia;NA;Zooplankton;Cirripedia;Zooplankton;Cirripedia;Zooplankton;Zooplankton;Zooplankton
vir;Crab_larvae;Malacostraca;Decapoda;Zooplankton;Crab;Zooplankton;Crab;Zooplankton;Zooplankton;Zooplankton
vir;Gastropoda_larvae;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
vir;Isopods_larvae;Malacostraca;Isopoda;Isopoda;Isopoda;Malacostraca;Isopoda;Isopoda;Peracarida;Crustacea
vir;Pteropods_Cavolina_longirostris;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
vir;Pteropods_Cavolina_sp;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
vir;Pteropods;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
haw;Sipunculid_introverts;NA;NA;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Worm;Worm
haw;Ostracods;Ostracoda;NA;Ostracoda;Ostracoda;Ostracoda;Ostracoda;Ostracoda;Zooplankton;Zooplankton
haw;Caridean;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mad;Mardréporaires Polyps;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
vir;Euchema_echinocarpum;Florideophyceae;Gigartinales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Cymadusa_filosa;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
vir;Corophium_sp;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
vir;Photis_sp;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
vir;Astropecten_sp;Asteroidea;Paxillosida;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Asteroidea;Echinodermata
vir;Tellina_caribaea;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Crenella_divaricata;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Stenorhynchus_seticornis;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Gastropods;Gastropoda;Cycloneritida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Gastropods;Gastropoda;Cephalaspidea;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Pennaria_sp;Hydrozoa;Anthoathecata;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Medusozoa;Medusozoa
vir;Sabellids;Polychaeta;Sabellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Chaetopterids;Polychaeta;NA;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Mycale_sp;Demospongiae;Poecilosclerida;Porifera;Porifera;Porifera;Porifera;Porifera;Porifera;Porifera
vir;Pycnogonids;Pycnogonida;NA;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida
vir;Trididemnum_sp;Ascidiacea;Enterogona;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
mari;Algae_fronds_filaments_limestone;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Serpulids;Polychaeta;Sabellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Ocyurus_chrysurus;Actinopterygii;Lutjaniformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Syngnathidae;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Halichoeres_maculipinna;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Sparisoma_sp;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
