"","site_code","class","family_cor","fish_sp","genus","sp","nb_sample","nb_guts","nb_empty","item_raw","item_phylum","item_class","item_ord","item_fam","item_gen","item_sp","item_freq","item_volper","time","grp1","grp6"
"3269","mari","Actinopterygii","Pomacentridae","Chromis atripectoralis","Chromis","atripectoralis",24,22,2,"Polychaetes larvae","Annelida","Polychaeta",NA,NA,NA,NA,0.04,NA,NA,"Zooplankton","Zooplankton"
"3270","mari","Actinopterygii","Pomacentridae","Chromis atripectoralis","Chromis","atripectoralis",24,22,2,"Algae_fronds_bitten",NA,NA,NA,NA,NA,NA,0.04,NA,NA,"Algae","Benthic autotroph"
"3271","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Chromis_caeruleus_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.6,NA,NA,"Zooplankton","Zooplankton"
"3272","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Calanoida","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,0.5,NA,NA,"Copepoda","Zooplankton"
"3273","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Cyclopoida","Arthropoda","Hexanauplia","Cyclopoida",NA,NA,NA,0.3,NA,NA,"Copepoda","Zooplankton"
"3274","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Copepods_metanauplii","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.2,NA,NA,"Zooplankton","Zooplankton"
"3275","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,0.2,NA,NA,"Ostracoda","Zooplankton"
"3276","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Crab_zoeae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.1,NA,NA,"Zooplankton","Zooplankton"
"3277","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.1,NA,NA,"Isopoda","Zooplankton"
"3278","mari","Actinopterygii","Pomacentridae","Chromis ternatensis","Chromis","ternatensis",11,10,1,"Sand",NA,NA,NA,NA,NA,NA,0.1,NA,NA,"Inorganic","Inorganic"
"3279","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Calanoida","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,0.72,NA,NA,"Copepoda","Zooplankton"
"3280","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Copepods_metanauplii","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.36,NA,NA,"Zooplankton","Zooplankton"
"3281","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Cyclopoida","Arthropoda","Hexanauplia","Cyclopoida",NA,NA,NA,0.27,NA,NA,"Copepoda","Zooplankton"
"3282","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.36,NA,NA,"Isopoda","Zooplankton"
"3283","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Crab_zoeae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.22,NA,NA,"Zooplankton","Zooplankton"
"3284","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.09,NA,NA,"Shrimp","Decapoda"
"3285","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,0.09,NA,NA,"Ostracoda","Zooplankton"
"3286","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Fish_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.45,NA,NA,"Zooplankton","Zooplankton"
"3287","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.22,NA,NA,"Actinopterygii","Actinopterygii"
"3288","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Gobiidae","Chordata","Actinopterygii","Gobiiformes","Gobiidae",NA,NA,0.04,NA,NA,"Actinopterygii","Actinopterygii"
"3289","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Algae",NA,NA,NA,NA,NA,NA,0.18,NA,NA,"Algae","Benthic autotroph"
"3290","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Algae_filaments_bitten",NA,NA,NA,NA,NA,NA,0.59,NA,NA,"Algae","Benthic autotroph"
"3291","mari","Actinopterygii","Pomacentridae","Dascyllus aruanus","Dascyllus","aruanus",22,22,0,"Algae_filaments_limestone_powder",NA,NA,NA,NA,NA,NA,0.04,NA,NA,"Algae","Benthic autotroph"
"3292","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.4,NA,NA,"Actinopterygii","Actinopterygii"
"3293","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Fish_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.4,NA,NA,"Zooplankton","Zooplankton"
"3294","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Apogon_novemfasciatus","Chordata","Actinopterygii","Kurtiformes","Apogonidae","Ostorhinchus","novemfasciatus",0.05,NA,NA,"Actinopterygii","Actinopterygii"
"3295","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Fish_scales","Chordata","Actinopterygii",NA,NA,NA,NA,0.05,NA,NA,"Actinopterygii","Actinopterygii"
"3296","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.35,NA,NA,"Copepoda","Zooplankton"
"3297","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Copepods_metanauplii","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.05,NA,NA,"Zooplankton","Zooplankton"
"3298","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.15,NA,NA,"Shrimp","Decapoda"
"3299","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,0.1,NA,NA,"Ostracoda","Zooplankton"
"3300","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.05,NA,NA,"Isopoda","Zooplankton"
"3301","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Crab_zoeae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.05,NA,NA,"Zooplankton","Zooplankton"
"3302","mari","Actinopterygii","Pomacentridae","Pomacentrus pavo","Pomacentrus","pavo",20,20,0,"Algae_filaments",NA,NA,NA,NA,NA,NA,0.1,NA,NA,"Algae","Benthic autotroph"
"3303","mari","Actinopterygii","Pomacentridae","Stegastes nigricans","Stegastes","nigricans",19,19,0,"Algae_filaments_sand",NA,NA,NA,NA,NA,NA,0.63,NA,NA,"Algae","Benthic autotroph"
"3304","mari","Actinopterygii","Pomacentridae","Stegastes nigricans","Stegastes","nigricans",19,19,0,"Algae_scrapings_limestone_powder",NA,NA,NA,NA,NA,NA,0.31,NA,NA,"Algae","Benthic autotroph"
"3305","mari","Actinopterygii","Pomacentridae","Stegastes nigricans","Stegastes","nigricans",19,19,0,"Algae_fronds_bitten",NA,NA,NA,NA,NA,NA,0.31,NA,NA,"Algae","Benthic autotroph"
"3306","mari","Actinopterygii","Pomacentridae","Stegastes nigricans","Stegastes","nigricans",19,19,0,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.05,NA,NA,"Actinopterygii","Actinopterygii"
"3307","mari","Actinopterygii","Pomacentridae","Stegastes fasciolatus","Stegastes","fasciolatus",21,21,0,"Algae_fronds",NA,NA,NA,NA,NA,NA,0.8,NA,NA,"Algae","Benthic autotroph"
"3308","mari","Actinopterygii","Pomacentridae","Stegastes fasciolatus","Stegastes","fasciolatus",21,21,0,"Algae_filaments_sand",NA,NA,NA,NA,NA,NA,0.14,NA,NA,"Algae","Benthic autotroph"
"3309","mari","Actinopterygii","Pomacentridae","Stegastes fasciolatus","Stegastes","fasciolatus",21,21,0,"Algae_scrapings_limestone_powder",NA,NA,NA,NA,NA,NA,0.09,NA,NA,"Algae","Benthic autotroph"
"3310","mari","Actinopterygii","Pomacentridae","Stegastes fasciolatus","Stegastes","fasciolatus",21,21,0,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.09,NA,NA,"Actinopterygii","Actinopterygii"
"3311","mari","Actinopterygii","Pomacentridae","Stegastes fasciolatus","Stegastes","fasciolatus",21,21,0,"Fish_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.04,NA,NA,"Zooplankton","Zooplankton"
"3312","mari","Actinopterygii","Pomacentridae","Stegastes albifasciatus","Stegastes","albifasciatus",22,22,0,"Algae_filaments_sand",NA,NA,NA,NA,NA,NA,0.81,NA,NA,"Algae","Benthic autotroph"
"3313","mari","Actinopterygii","Pomacentridae","Stegastes albifasciatus","Stegastes","albifasciatus",22,22,0,"Algae_scrapings_limestone_powder",NA,NA,NA,NA,NA,NA,0.22,NA,NA,"Algae","Benthic autotroph"
"3314","mari","Actinopterygii","Pomacentridae","Stegastes albifasciatus","Stegastes","albifasciatus",22,22,0,"Algae_filaments",NA,NA,NA,NA,NA,NA,0.04,NA,NA,"Algae","Benthic autotroph"
"3315","mari","Actinopterygii","Pomacentridae","Stegastes albifasciatus","Stegastes","albifasciatus",22,22,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.04,NA,NA,"Shrimp","Decapoda"
"3316","mari","Actinopterygii","Pomacentridae","Stegastes albifasciatus","Stegastes","albifasciatus",22,22,0,"Fish_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.04,NA,NA,"Zooplankton","Zooplankton"
"3317","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Algae_filaments",NA,NA,NA,NA,NA,NA,0.75,NA,NA,"Algae","Benthic autotroph"
"3318","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Algae_scrapings_limestone_powder",NA,NA,NA,NA,NA,NA,0.15,NA,NA,"Algae","Benthic autotroph"
"3319","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.1,NA,NA,"Actinopterygii","Actinopterygii"
"3320","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Fish_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.1,NA,NA,"Zooplankton","Zooplankton"
"3321","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.1,NA,NA,"Copepoda","Zooplankton"
"3322","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,0.05,NA,NA,"Amphipoda","Zooplankton"
"3323","mari","Actinopterygii","Pomacentridae","Pomacentrus vaiuli","Pomacentrus","vaiuli",20,20,0,"Polychaeta","Annelida","Polychaeta",NA,NA,NA,NA,0.05,NA,NA,"Annelida","Worm"
"3324","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Alpheids","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,0.4,NA,NA,"Shrimp","Decapoda"
"3325","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.2,NA,NA,"Shrimp","Decapoda"
"3326","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Xanthid crab frags","Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,0.35,NA,NA,"Brachyura","Decapoda"
"3327","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Trapezia_sp","Arthropoda","Malacostraca","Decapoda","Trapeziidae","Trapezia","sp",0.05,NA,NA,"Brachyura","Decapoda"
"3328","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Pelecypoda","Mollusca","Bivalvia",NA,NA,NA,NA,0.05,NA,NA,"Bivalvia","Bivalvia"
"3329","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,0.05,NA,NA,"Gastropoda","Gastropoda"
"3330","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.05,NA,NA,"Actinopterygii","Actinopterygii"
"3331","mari","Actinopterygii","Labridae","Gomphosus varius","Gomphosus","varius",21,20,1,"Algae_fronds",NA,NA,NA,NA,NA,NA,0.05,NA,NA,"Algae","Benthic autotroph"
"3332","mari","Actinopterygii","Labridae","Pseudocheilinus hexataenia","Pseudocheilinus","hexataenia",9,9,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.22,NA,NA,"Shrimp","Decapoda"
"3333","mari","Actinopterygii","Labridae","Pseudocheilinus hexataenia","Pseudocheilinus","hexataenia",9,9,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.44,NA,NA,"Copepoda","Zooplankton"
"3334","mari","Actinopterygii","Labridae","Pseudocheilinus hexataenia","Pseudocheilinus","hexataenia",9,9,0,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,0.11,NA,NA,"Ostracoda","Zooplankton"
"3335","mari","Actinopterygii","Labridae","Pseudocheilinus hexataenia","Pseudocheilinus","hexataenia",9,9,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.11,NA,NA,"Isopoda","Zooplankton"
"3336","mari","Actinopterygii","Labridae","Pseudocheilinus hexataenia","Pseudocheilinus","hexataenia",9,9,0,"Calcarina_sp","Foraminifera","Globothalamea","Rotaliida","Calcarinidae","Calcarina","sp",0.44,NA,NA,"Foraminifera","Foraminifera"
"3337","mari","Actinopterygii","Labridae","Pseudocheilinus hexataenia","Pseudocheilinus","hexataenia",9,9,0,"Foraminifera","Foraminifera",NA,NA,NA,NA,NA,0.11,NA,NA,"Foraminifera","Foraminifera"
"3338","mari","Actinopterygii","Labridae","Labroides dimidiatus","Labroides","dimidiatus",5,5,0,"Caligoida","Arthropoda","Hexanauplia","Caligoida",NA,NA,NA,0.8,NA,NA,"Copepoda","Zooplankton"
"3339","mari","Actinopterygii","Labridae","Labroides dimidiatus","Labroides","dimidiatus",5,5,0,"Copepods_freeliving","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.4,NA,NA,"Copepoda","Zooplankton"
"3340","mari","Actinopterygii","Labridae","Labroides dimidiatus","Labroides","dimidiatus",5,5,0,"Mysids","Arthropoda","Malacostraca","Mysida",NA,NA,NA,0.2,NA,NA,"Mysida","Zooplankton"
"3341","mari","Actinopterygii","Labridae","Labroides dimidiatus","Labroides","dimidiatus",5,5,0,"Fish_scales","Chordata","Actinopterygii",NA,NA,NA,NA,0.2,NA,NA,"Actinopterygii","Actinopterygii"
"3342","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Polychaeta","Annelida","Polychaeta",NA,NA,NA,NA,0.61,NA,NA,"Annelida","Worm"
"3343","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Cyclopoida","Arthropoda","Hexanauplia","Cyclopoida",NA,NA,NA,0.38,NA,NA,"Copepoda","Zooplankton"
"3344","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Calanoida","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,0.19,NA,NA,"Copepoda","Zooplankton"
"3345","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Harpacticoida","Arthropoda","Hexanauplia","Harpacticoida",NA,NA,NA,0.09,NA,NA,"Copepoda","Zooplankton"
"3346","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Copepods_metanauplii","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.14,NA,NA,"Zooplankton","Zooplankton"
"3347","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Cypris_larvae","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.14,NA,NA,"Zooplankton","Zooplankton"
"3348","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.33,NA,NA,"Isopoda","Zooplankton"
"3349","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.33,NA,NA,"Shrimp","Decapoda"
"3350","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,0.19,NA,NA,"Ostracoda","Zooplankton"
"3351","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Xanthid crab","Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,0.14,NA,NA,"Brachyura","Decapoda"
"3352","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Calcarina_sp","Foraminifera","Globothalamea","Rotaliida","Calcarinidae","Calcarina","sp",0.23,NA,NA,"Foraminifera","Foraminifera"
"3353","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,0.04,NA,NA,"Gastropoda","Gastropoda"
"3354","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Algae_filaments_sand",NA,NA,NA,NA,NA,NA,0.14,NA,NA,"Algae","Benthic autotroph"
"3355","mari","Actinopterygii","Labridae","Stethojulis balteata","Stethojulis","balteata",21,21,0,"Sand",NA,NA,NA,NA,NA,NA,0.19,NA,NA,"Inorganic","Inorganic"
"3356","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.72,NA,NA,"Isopoda","Zooplankton"
"3357","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.54,NA,NA,"Copepoda","Zooplankton"
"3358","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Cypris_larvae","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.09,NA,NA,"Zooplankton","Zooplankton"
"3359","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,0.45,NA,NA,"Ostracoda","Zooplankton"
"3360","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.27,NA,NA,"Shrimp","Decapoda"
"3361","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Crab_zoeae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.09,NA,NA,"Zooplankton","Zooplankton"
"3362","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,0.45,NA,NA,"Gastropoda","Gastropoda"
"3363","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Polychaeta","Annelida","Polychaeta",NA,NA,NA,NA,0.18,NA,NA,"Annelida","Worm"
"3364","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Foraminifera","Foraminifera",NA,NA,NA,NA,NA,0.18,NA,NA,"Foraminifera","Foraminifera"
"3365","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Pelecypoda","Mollusca","Bivalvia",NA,NA,NA,NA,0.09,NA,NA,"Bivalvia","Bivalvia"
"3366","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Algae_filaments_sand",NA,NA,NA,NA,NA,NA,0.18,NA,NA,"Algae","Benthic autotroph"
"3367","mari","Actinopterygii","Labridae","Stethojulis sp","Stethojulis","sp",11,11,0,"Sand",NA,NA,NA,NA,NA,NA,0.81,NA,NA,"Inorganic","Inorganic"
"3368","mari","Actinopterygii","Labridae","Halichoeres melanurus","Halichoeres","melanurus",4,4,0,"Polychaeta","Annelida","Polychaeta",NA,NA,NA,NA,0.75,NA,NA,"Annelida","Worm"
"3369","mari","Actinopterygii","Labridae","Halichoeres melanurus","Halichoeres","melanurus",4,4,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.5,NA,NA,"Copepoda","Zooplankton"
"3370","mari","Actinopterygii","Labridae","Halichoeres melanurus","Halichoeres","melanurus",4,4,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.5,NA,NA,"Isopoda","Zooplankton"
"3371","mari","Actinopterygii","Labridae","Halichoeres melanurus","Halichoeres","melanurus",4,4,0,"Calcarina_sp","Foraminifera","Globothalamea","Rotaliida","Calcarinidae","Calcarina","sp",0.25,NA,NA,"Foraminifera","Foraminifera"
"3372","mari","Actinopterygii","Labridae","Halichoeres melanurus","Halichoeres","melanurus",4,4,0,"Algae_filaments_limestone_powder",NA,NA,NA,NA,NA,NA,0.5,NA,NA,"Algae","Benthic autotroph"
"3373","mari","Actinopterygii","Labridae","Halichoeres melanurus","Halichoeres","melanurus",4,4,0,"Coralline_algae","Rhodophyta","Florideophyceae","Corallinales",NA,NA,NA,0.5,NA,NA,"Coralline algae","Coralline algae"
"3374","mari","Actinopterygii","Labridae","Halichoeres marginatus","Halichoeres","marginatus",5,5,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,0.8,NA,NA,"Isopoda","Zooplankton"
"3375","mari","Actinopterygii","Labridae","Halichoeres marginatus","Halichoeres","marginatus",5,5,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.6,NA,NA,"Copepoda","Zooplankton"
"3376","mari","Actinopterygii","Labridae","Halichoeres marginatus","Halichoeres","marginatus",5,5,0,"Polychaeta","Annelida","Polychaeta",NA,NA,NA,NA,0.6,NA,NA,"Annelida","Worm"
"3377","mari","Actinopterygii","Labridae","Halichoeres marginatus","Halichoeres","marginatus",5,5,0,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,0.2,NA,NA,"Gastropoda","Gastropoda"
"3378","mari","Actinopterygii","Labridae","Halichoeres marginatus","Halichoeres","marginatus",5,5,0,"Foraminifera","Foraminifera",NA,NA,NA,NA,NA,0.2,NA,NA,"Foraminifera","Foraminifera"
"3379","mari","Actinopterygii","Labridae","Halichoeres marginatus","Halichoeres","marginatus",5,5,0,"Algae_filaments_sand",NA,NA,NA,NA,NA,NA,0.2,NA,NA,"Algae","Benthic autotroph"
"3380","mari","Actinopterygii","Labridae","Halichoeres hortulanus","Halichoeres","hortulanus",6,6,0,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,1,NA,NA,"Gastropoda","Gastropoda"
"3381","mari","Actinopterygii","Labridae","Halichoeres hortulanus","Halichoeres","hortulanus",6,6,0,"Polychaeta","Annelida","Polychaeta",NA,NA,NA,NA,0.33,NA,NA,"Annelida","Worm"
"3382","mari","Actinopterygii","Labridae","Halichoeres hortulanus","Halichoeres","hortulanus",6,6,0,"Hermit_crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.17,NA,NA,"Anomura","Decapoda"
"3383","mari","Actinopterygii","Labridae","Halichoeres hortulanus","Halichoeres","hortulanus",6,6,0,"Pelecypoda","Mollusca","Bivalvia",NA,NA,NA,NA,0.17,NA,NA,"Bivalvia","Bivalvia"
"3384","mari","Actinopterygii","Labridae","Halichoeres hortulanus","Halichoeres","hortulanus",6,6,0,"Algae_filaments",NA,NA,NA,NA,NA,NA,0.17,NA,NA,"Algae","Benthic autotroph"
"3385","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Hermit_crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.83,NA,NA,"Anomura","Decapoda"
"3386","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Shrimp_frags","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,0.25,NA,NA,"Shrimp","Decapoda"
"3387","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Xanthid crab","Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,0.12,NA,NA,"Brachyura","Decapoda"
"3388","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Stomatopod_frags","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,0.06,NA,NA,"Stomatopoda","Stomatopoda"
"3389","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,0.03,NA,NA,"Amphipoda","Zooplankton"
"3390","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,0.03,NA,NA,"Copepoda","Zooplankton"
"3391","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Fish_frags","Chordata","Actinopterygii",NA,NA,NA,NA,0.09,NA,NA,"Actinopterygii","Actinopterygii"
"3392","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Fish_eggs","Chordata","Actinopterygii",NA,NA,NA,NA,0.09,NA,NA,"Zooplankton","Zooplankton"
"3393","mari","Actinopterygii","Labridae","Halichoeres trimaculatus","Halichoeres","trimaculatus",32,32,0,"Apogon_novemfasciatus","Chordata","Actinopterygii","Kurtiformes","Apogonidae","Ostorhinchus","novemfasciatus",0.03,NA,NA,"Actinopterygii","Actinopterygii"
